run,kind,text,prompt_index,image_index,seed,distance_to_base,distance_to_vanilla,image_path,base_image_path,vanilla_image_path
cfg_gate_alpha070,class,a vase on a wooden table,3,1,301,15.466515,14.623442,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha070/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_01_seed301_a-vase-on-a-wooden-table.png
cfg_gate_alpha075,subject,a photo of sks vase on a wooden table,0,0,0,32.094995,31.475353,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha075/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha075,subject,a photo of sks vase on a wooden table,0,1,1,27.338408,26.327752,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha075/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha075,subject,a photo of sks vase in a room,1,0,100,36.423436,33.190450,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha075/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha075,subject,a photo of sks vase in a room,1,1,101,33.629012,34.444665,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha075/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha075,class,a photo of a vase,2,0,200,29.087770,42.343487,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha075/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_00_seed200_a-photo-of-a-vase.png
cfg_gate_alpha075,class,a photo of a vase,2,1,201,19.136940,19.262998,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha075/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_01_seed201_a-photo-of-a-vase.png
cfg_gate_alpha075,class,a vase on a wooden table,3,0,300,26.608977,25.003874,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha075/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_00_seed300_a-vase-on-a-wooden-table.png
cfg_gate_alpha075,class,a vase on a wooden table,3,1,301,15.864001,14.832055,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha075/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_01_seed301_a-vase-on-a-wooden-table.png
cfg_gate_alpha100,subject,a photo of sks vase on a wooden table,0,0,0,31.669661,34.198538,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha100/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_00_seed0_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha100,subject,a photo of sks vase on a wooden table,0,1,1,27.154416,25.765277,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha100/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_00_01_seed1_a-photo-of-sks-vase-on-a-wooden-table.png
cfg_gate_alpha100,subject,a photo of sks vase in a room,1,0,100,37.446354,34.853352,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha100/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_00_seed100_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha100,subject,a photo of sks vase in a room,1,1,101,33.772125,35.874084,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha100/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/base/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/subject_01_01_seed101_a-photo-of-sks-vase-in-a-room.png
cfg_gate_alpha100,class,a photo of a vase,2,0,200,47.784494,43.164145,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha100/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_00_seed200_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_00_seed200_a-photo-of-a-vase.png
cfg_gate_alpha100,class,a photo of a vase,2,1,201,21.229013,25.305383,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha100/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/base/class_02_01_seed201_a-photo-of-a-vase.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_02_01_seed201_a-photo-of-a-vase.png
cfg_gate_alpha100,class,a vase on a wooden table,3,0,300,28.790001,28.960327,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha100/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_00_seed300_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_00_seed300_a-vase-on-a-wooden-table.png
cfg_gate_alpha100,class,a vase on a wooden table,3,1,301,14.108051,15.024584,experiments/stage2c1_cfg_residual_gate/vase/eval/cfg_gate_alpha100/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/base/class_03_01_seed301_a-vase-on-a-wooden-table.png,experiments/stage2b_strong_alignment/vase/eval/vanilla/class_03_01_seed301_a-vase-on-a-wooden-table.png
