subject_id,image_id,image_path,source_group,reference_regime,hardness_axis,source_standard_image,variant_id,transform_parameters,class_name,class_prompt,class_context_prompt,conditioning_key,conditioning_prompt
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",dog,a photo of a dog,a photo of a dog in a natural scene,class,a photo of a dog
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",dog,a photo of a dog,a photo of a dog in a natural scene,class_context,a photo of a dog in a natural scene
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",dog,a photo of a dog,a photo of a dog in a natural scene,null,
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",dog,a photo of a dog,a photo of a dog in a natural scene,class,a photo of a dog
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",dog,a photo of a dog,a photo of a dog in a natural scene,class_context,a photo of a dog in a natural scene
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",dog,a photo of a dog,a photo of a dog in a natural scene,null,
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",dog,a photo of a dog,a photo of a dog in a natural scene,class,a photo of a dog
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",dog,a photo of a dog,a photo of a dog in a natural scene,class_context,a photo of a dog in a natural scene
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",dog,a photo of a dog,a photo of a dog in a natural scene,null,
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",dog,a photo of a dog,a photo of a dog in a natural scene,class,a photo of a dog
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",dog,a photo of a dog,a photo of a dog in a natural scene,class_context,a photo of a dog in a natural scene
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",dog,a photo of a dog,a photo of a dog in a natural scene,null,
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",dog,a photo of a dog,a photo of a dog in a natural scene,class,a photo of a dog
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",dog,a photo of a dog,a photo of a dog in a natural scene,class_context,a photo of a dog in a natural scene
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",dog,a photo of a dog,a photo of a dog in a natural scene,null,
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",dog,a photo of a dog,a photo of a dog in a natural scene,class,a photo of a dog
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",dog,a photo of a dog,a photo of a dog in a natural scene,class_context,a photo of a dog in a natural scene
dog,00,data/cache/off_prior_measurement_v0/hard_references/dog/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",dog,a photo of a dog,a photo of a dog in a natural scene,null,
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",dog,a photo of a dog,a photo of a dog outdoors,class,a photo of a dog
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",dog,a photo of a dog,a photo of a dog outdoors,class_context,a photo of a dog outdoors
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",dog,a photo of a dog,a photo of a dog outdoors,null,
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",dog,a photo of a dog,a photo of a dog outdoors,class,a photo of a dog
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",dog,a photo of a dog,a photo of a dog outdoors,class_context,a photo of a dog outdoors
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",dog,a photo of a dog,a photo of a dog outdoors,null,
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",dog,a photo of a dog,a photo of a dog outdoors,class,a photo of a dog
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",dog,a photo of a dog,a photo of a dog outdoors,class_context,a photo of a dog outdoors
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",dog,a photo of a dog,a photo of a dog outdoors,null,
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",dog,a photo of a dog,a photo of a dog outdoors,class,a photo of a dog
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",dog,a photo of a dog,a photo of a dog outdoors,class_context,a photo of a dog outdoors
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",dog,a photo of a dog,a photo of a dog outdoors,null,
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",dog,a photo of a dog,a photo of a dog outdoors,class,a photo of a dog
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",dog,a photo of a dog,a photo of a dog outdoors,class_context,a photo of a dog outdoors
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",dog,a photo of a dog,a photo of a dog outdoors,null,
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",dog,a photo of a dog,a photo of a dog outdoors,class,a photo of a dog
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",dog,a photo of a dog,a photo of a dog outdoors,class_context,a photo of a dog outdoors
dog7,00,data/cache/off_prior_measurement_v0/hard_references/dog7/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/dog7/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",dog,a photo of a dog,a photo of a dog outdoors,null,
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",boot,a photo of a boot,a photo of a boot on the floor,class,a photo of a boot
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",boot,a photo of a boot,a photo of a boot on the floor,class_context,a photo of a boot on the floor
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",boot,a photo of a boot,a photo of a boot on the floor,null,
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",boot,a photo of a boot,a photo of a boot on the floor,class,a photo of a boot
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",boot,a photo of a boot,a photo of a boot on the floor,class_context,a photo of a boot on the floor
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",boot,a photo of a boot,a photo of a boot on the floor,null,
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",boot,a photo of a boot,a photo of a boot on the floor,class,a photo of a boot
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",boot,a photo of a boot,a photo of a boot on the floor,class_context,a photo of a boot on the floor
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",boot,a photo of a boot,a photo of a boot on the floor,null,
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",boot,a photo of a boot,a photo of a boot on the floor,class,a photo of a boot
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",boot,a photo of a boot,a photo of a boot on the floor,class_context,a photo of a boot on the floor
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",boot,a photo of a boot,a photo of a boot on the floor,null,
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",boot,a photo of a boot,a photo of a boot on the floor,class,a photo of a boot
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",boot,a photo of a boot,a photo of a boot on the floor,class_context,a photo of a boot on the floor
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",boot,a photo of a boot,a photo of a boot on the floor,null,
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",boot,a photo of a boot,a photo of a boot on the floor,class,a photo of a boot
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",boot,a photo of a boot,a photo of a boot on the floor,class_context,a photo of a boot on the floor
fancy_boot,00,data/cache/off_prior_measurement_v0/hard_references/fancy_boot/00__low_light_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/fancy_boot/00.jpg,low_light_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""low_light_color_shift""}",boot,a photo of a boot,a photo of a boot on the floor,null,
shiny_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/shiny_sneaker/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/shiny_sneaker/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class,a photo of a sneaker
shiny_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/shiny_sneaker/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/shiny_sneaker/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class_context,a photo of a sneaker on the floor
shiny_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/shiny_sneaker/00__background_clutter_overlay.png,dreambooth_hard_reference,hard_reference,clutter_background,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/shiny_sneaker/00.jpg,background_clutter_overlay,"{""deterministic"": true, ""hardness_axis"": ""clutter_background"", ""variant_id"": ""background_clutter_overlay""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,null,
shiny_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/shiny_sneaker/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/shiny_sneaker/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class,a photo of a sneaker
shiny_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/shiny_sneaker/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/shiny_sneaker/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class_context,a photo of a sneaker on the floor
shiny_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/shiny_sneaker/00__crop_large_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/shiny_sneaker/00.jpg,crop_large_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_large_subject""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,null,
shiny_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/shiny_sneaker/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/shiny_sneaker/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class,a photo of a sneaker
shiny_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/shiny_sneaker/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/shiny_sneaker/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class_context,a photo of a sneaker on the floor
shiny_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/shiny_sneaker/00__crop_small_subject.png,dreambooth_hard_reference,hard_reference,crop,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/shiny_sneaker/00.jpg,crop_small_subject,"{""deterministic"": true, ""hardness_axis"": ""crop"", ""variant_id"": ""crop_small_subject""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,null,
shiny_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/shiny_sneaker/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/shiny_sneaker/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class,a photo of a sneaker
shiny_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/shiny_sneaker/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/shiny_sneaker/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class_context,a photo of a sneaker on the floor
shiny_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/shiny_sneaker/00__edge_reflection_texture.png,dreambooth_hard_reference,hard_reference,high_frequency,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/shiny_sneaker/00.jpg,edge_reflection_texture,"{""deterministic"": true, ""hardness_axis"": ""high_frequency"", ""variant_id"": ""edge_reflection_texture""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,null,
shiny_sneaker,00,data/cache/off_prior_measurement_v0/hard_references/shiny_sneaker/00__high_saturation_color_shift.png,dreambooth_hard_reference,hard_reference,color_light,data/cache/off_prior_measurement_v0/dreambooth_dataset/dataset/shiny_sneaker/00.jpg,high_saturation_color_shift,"{""deterministic"": true, ""hardness_axis"": ""color_light"", ""variant_id"": ""high_saturation_color_shift""}",sneaker,a photo of a sneaker,a photo of a sneaker on the floor,class,a photo of a sneaker
